annotation_id,annotator,created_at,duygu_label,hizmet_label,id,kullanım_label,lead_time,text,updated_at
2027.0,1.0,2024-08-04T13:15:02.429226Z,"[{""start"":0,""end"":4,""text"":""şarj"",""labels"":[""positive""]},{""start"":31,""end"":38,""text"":""tavsiye"",""labels"":[""positive""]}]",,11119.0,"[{""start"":0,""end"":4,""text"":""şarj"",""labels"":[""Pil Ömrü""]},{""start"":31,""end"":38,""text"":""tavsiye"",""labels"":[""Performans""]}]",10.453,şarj aşırı uzun git kesinlikle tavsiye et,2024-08-04T13:15:02.429226Z
2028.0,1.0,2024-08-04T13:15:13.465429Z,"[{""start"":11,""end"":15,""text"":""ürün"",""labels"":[""positive""]},{""start"":27,""end"":34,""text"":""tavsiye"",""labels"":[""positive""]}]",,11120.0,"[{""start"":11,""end"":15,""text"":""ürün"",""labels"":[""Performans""]},{""start"":27,""end"":34,""text"":""tavsiye"",""labels"":[""Performans""]}]",9.989,harika bir ürün kesinlikle tavsiye et,2024-08-04T13:15:13.465429Z
2029.0,1.0,2024-08-04T13:15:20.992112Z,"[{""start"":6,""end"":18,""text"":""jbl kalitesi"",""labels"":[""positive""]}]",,11121.0,"[{""start"":6,""end"":18,""text"":""jbl kalitesi"",""labels"":[""Performans""]}]",6.457,10 10 jbl kalitesi tartışılmaz,2024-08-04T13:15:20.992112Z
2031.0,1.0,2024-08-04T13:15:34.876785Z,"[{""start"":0,""end"":8,""text"":""kalitesi"",""labels"":[""positive""]},{""start"":24,""end"":31,""text"":""tavsiye"",""labels"":[""positive""]}]",,11123.0,"[{""start"":0,""end"":8,""text"":""kalitesi"",""labels"":[""Performans""]},{""start"":24,""end"":31,""text"":""tavsiye"",""labels"":[""Performans""]}]",9.354,kalitesi iyi kesinlikle tavsiye et,2024-08-04T13:15:34.876785Z
2032.0,1.0,2024-08-04T13:15:43.916396Z,"[{""start"":11,""end"":14,""text"":""ses"",""labels"":[""positive""]}]",,11124.0,"[{""start"":11,""end"":14,""text"":""ses"",""labels"":[""Ses kalitesi""]}]",7.423,sev kullan ses iyi,2024-08-04T13:15:43.916396Z
2033.0,1.0,2024-08-04T13:16:09.894105Z,"[{""start"":0,""end"":4,""text"":""ürün"",""labels"":[""positive""]},{""start"":11,""end"":21,""text"":""dışarı ses"",""labels"":[""negative""]},{""start"":53,""end"":63,""text"":""ses dışarı"",""labels"":[""positive""]}]",,11125.0,"[{""start"":0,""end"":4,""text"":""ürün"",""labels"":[""Performans""]},{""start"":11,""end"":21,""text"":""dışarı ses"",""labels"":[""Gürültü Önleyici""]},{""start"":53,""end"":63,""text"":""ses dışarı"",""labels"":[""Gürültü Önleyici""]}]",24.337,ürün güzel dışarı ses git diye ol az kalabalık ortam ses dışarı duyulmuyor,2024-08-04T13:16:09.894105Z
2034.0,1.0,2024-08-04T13:16:21.925187Z,"[{""start"":11,""end"":19,""text"":""kulaklık"",""labels"":[""positive""]},{""start"":20,""end"":32,""text"":""ses kalitesi"",""labels"":[""positive""]}]",,11126.0,"[{""start"":11,""end"":19,""text"":""kulaklık"",""labels"":[""Performans""]},{""start"":20,""end"":32,""text"":""ses kalitesi"",""labels"":[""Ses kalitesi""]}]",10.949,harika bir kulaklık ses kalitesi mükemmel,2024-08-04T13:16:21.925187Z
2035.0,1.0,2024-08-04T13:16:36.578799Z,"[{""start"":8,""end"":16,""text"":""kalitesi"",""labels"":[""positive""]},{""start"":17,""end"":21,""text"":""şarj"",""labels"":[""positive""]}]",,11127.0,"[{""start"":8,""end"":16,""text"":""kalitesi"",""labels"":[""Performans""]},{""start"":17,""end"":21,""text"":""şarj"",""labels"":[""Pil Ömrü""]}]",13.541,beğendi kalitesi şarj git,2024-08-04T13:16:36.578799Z
2037.0,1.0,2024-08-04T13:16:47.569236Z,"[{""start"":8,""end"":20,""text"":""jbl kalitesi"",""labels"":[""positive""]}]",,11129.0,"[{""start"":8,""end"":20,""text"":""jbl kalitesi"",""labels"":[""Performans""]}]",6.661,bilinen jbl kalitesi muazzam,2024-08-04T13:16:47.569236Z
2038.0,1.0,2024-08-04T13:16:54.070407Z,"[{""start"":6,""end"":18,""text"":""ses kalitesi"",""labels"":[""positive""]}]",,11130.0,"[{""start"":6,""end"":18,""text"":""ses kalitesi"",""labels"":[""Ses kalitesi""]}]",5.095,güzel ses kalitesi mükemmel teşekkür,2024-08-04T13:16:54.070407Z
2039.0,1.0,2024-08-04T13:17:38.065909Z,"[{""start"":0,""end"":4,""text"":""ürün"",""labels"":[""positive""]},{""start"":26,""end"":38,""text"":""ses kalitesi"",""labels"":[""positive""]},{""start"":45,""end"":48,""text"":""pil"",""labels"":[""positive""]},{""start"":69,""end"":77,""text"":""rahatlık"",""labels"":[""positive""]},{""start"":82,""end"":98,""text"":""fiyat performans"",""labels"":[""positive""]},{""start"":104,""end"":109,""text"":""bağla"",""labels"":[""positive""]},{""start"":162,""end"":169,""text"":""tavsiye"",""labels"":[""positive""]}]","[{""start"":82,""end"":98,""text"":""fiyat performans"",""labels"":[""Fiyat""]}]",11131.0,"[{""start"":0,""end"":4,""text"":""ürün"",""labels"":[""Performans""]},{""start"":26,""end"":38,""text"":""ses kalitesi"",""labels"":[""Ses kalitesi""]},{""start"":45,""end"":48,""text"":""pil"",""labels"":[""Pil Ömrü""]},{""start"":69,""end"":77,""text"":""rahatlık"",""labels"":[""Konfor""]},{""start"":104,""end"":109,""text"":""bağla"",""labels"":[""Bağlantı kalitesi""]},{""start"":162,""end"":169,""text"":""tavsiye"",""labels"":[""Performans""]}]",42.861,ürün gerçek beğendi gerek ses kalitesi gerek pil ömür gerek hafiflik rahatlık bir fiyat performans ürün bağla kopma bir şey kolay kolay söz konu değil kesinlikle tavsiye et,2024-08-04T13:17:38.065909Z
2041.0,1.0,2024-08-04T13:17:52.758504Z,"[{""start"":8,""end"":20,""text"":""ses kalitesi"",""labels"":[""positive""]},{""start"":25,""end"":29,""text"":""şarj"",""labels"":[""positive""]}]",,11133.0,"[{""start"":8,""end"":20,""text"":""ses kalitesi"",""labels"":[""Ses kalitesi""]},{""start"":25,""end"":29,""text"":""şarj"",""labels"":[""Pil Ömrü""]}]",10.284,beğendi ses kalitesi iyi şarj gayet uzun ömürlü,2024-08-04T13:17:52.758504Z
2044.0,1.0,2024-08-04T13:18:04.947485Z,"[{""start"":28,""end"":37,""text"":""bağlanıyo"",""labels"":[""positive""]}]",,11136.0,"[{""start"":28,""end"":37,""text"":""bağlanıyo"",""labels"":[""Bağlantı kalitesi""]}]",5.314,güzel sev iki cihaz aynı an bağlanıyo,2024-08-04T13:18:04.947485Z
2045.0,1.0,2024-08-04T13:18:12.010495Z,"[{""start"":6,""end"":10,""text"":""ürün"",""labels"":[""positive""]}]",,11137.0,"[{""start"":6,""end"":10,""text"":""ürün"",""labels"":[""Performans""]}]",5.987,güzel ürün,2024-08-04T13:18:12.010495Z
2046.0,1.0,2024-08-04T13:19:38.842231Z,"[{""start"":0,""end"":5,""text"":""kargo"",""labels"":[""positive""]},{""start"":22,""end"":25,""text"":""ses"",""labels"":[""positive""]}]","[{""start"":0,""end"":5,""text"":""kargo"",""labels"":[""Teslimat ve Paketleme""]}]",11138.0,"[{""start"":22,""end"":25,""text"":""ses"",""labels"":[""Ses kalitesi""]}]",85.754,kargo hızlı şekil gel ses güzel şimdilik bir sorun yok,2024-08-04T13:19:38.842231Z
2047.0,1.0,2024-08-04T13:20:07.302597Z,"[{""start"":7,""end"":10,""text"":""ses"",""labels"":[""positive""]},{""start"":50,""end"":64,""text"":""ses kaliteside"",""labels"":[""positive""]},{""start"":96,""end"":102,""text"":""dışarı"",""labels"":[""negative""]}]",,11139.0,"[{""start"":7,""end"":10,""text"":""ses"",""labels"":[""Ses kalitesi""]},{""start"":50,""end"":64,""text"":""ses kaliteside"",""labels"":[""Ses kalitesi""]},{""start"":96,""end"":102,""text"":""dışarı"",""labels"":[""Gürültü Önleyici""]}]",26.906,yüksek ses müzik dinlemeyi seven olarak tatmin et ses kaliteside gayet iyi kulağıma otur rağmen dışarı cidden ses ver,2024-08-04T13:20:07.302597Z
2048.0,1.0,2024-08-04T13:21:50.267543Z,"[{""start"":0,""end"":4,""text"":""ürün"",""labels"":[""positive""]}]",,11140.0,"[{""start"":0,""end"":4,""text"":""ürün"",""labels"":[""Performans""]}]",100.001,ürün gayet kaliteli,2024-08-04T13:21:50.267543Z
2049.0,1.0,2024-08-04T13:22:30.150185Z,"[{""start"":9,""end"":13,""text"":""şarj"",""labels"":[""positive""]},{""start"":14,""end"":26,""text"":""ses kalitesi"",""labels"":[""positive""]}]",,11141.0,"[{""start"":9,""end"":13,""text"":""şarj"",""labels"":[""Pil Ömrü""]},{""start"":14,""end"":26,""text"":""ses kalitesi"",""labels"":[""Ses kalitesi""]}]",38.086,mükemmel şarj ses kalitesi,2024-08-04T13:22:30.150185Z
2050.0,1.0,2024-08-04T13:22:41.534181Z,"[{""start"":0,""end"":10,""text"":""dışarı ses"",""labels"":[""negative""]}]",,11142.0,"[{""start"":0,""end"":10,""text"":""dışarı ses"",""labels"":[""Gürültü Önleyici""]}]",9.937,dışarı ses ver dış çok güzel,2024-08-04T13:22:41.534181Z
2051.0,1.0,2024-08-04T13:22:48.946333Z,"[{""start"":10,""end"":14,""text"":""ürün"",""labels"":[""positive""]}]",,11143.0,"[{""start"":10,""end"":14,""text"":""ürün"",""labels"":[""Performans""]}]",5.751,güzel bir ürün,2024-08-04T13:22:48.946333Z
2052.0,1.0,2024-08-04T13:23:01.719980Z,"[{""start"":26,""end"":36,""text"":""dışarı ses"",""labels"":[""negative""]}]",,11144.0,"[{""start"":26,""end"":36,""text"":""dışarı ses"",""labels"":[""Gürültü Önleyici""]}]",11.377,la 725 al 900 ol neyse al dışarı ses ver baş dinle müzik sıkıntı olmuyor,2024-08-04T13:23:01.719980Z
2053.0,1.0,2024-08-04T13:23:09.239708Z,"[{""start"":11,""end"":19,""text"":""kulaklık"",""labels"":[""positive""]}]",,11145.0,"[{""start"":11,""end"":19,""text"":""kulaklık"",""labels"":[""Performans""]}]",6.136,harika bir kulaklık bayıl,2024-08-04T13:23:09.239708Z
2054.0,1.0,2024-08-04T13:23:17.171114Z,"[{""start"":7,""end"":10,""text"":""jbl"",""labels"":[""neutral""]}]",,11146.0,"[{""start"":7,""end"":10,""text"":""jbl"",""labels"":[""Performans""]}]",6.557,klasik jbl,2024-08-04T13:23:17.171114Z
2055.0,1.0,2024-08-04T13:23:37.706082Z,"[{""start"":6,""end"":11,""text"":""kargo"",""labels"":[""positive""]},{""start"":25,""end"":29,""text"":""ürün"",""labels"":[""positive""]},{""start"":30,""end"":42,""text"":""ses kalitesi"",""labels"":[""positive""]}]","[{""start"":6,""end"":11,""text"":""kargo"",""labels"":[""Teslimat ve Paketleme""]}]",11147.0,"[{""start"":25,""end"":29,""text"":""ürün"",""labels"":[""Performans""]},{""start"":30,""end"":42,""text"":""ses kalitesi"",""labels"":[""Ses kalitesi""]}]",19.344,hızlı kargo sorunsuz bir ürün ses kalitesi gayet güzel,2024-08-04T13:23:37.706082Z
2056.0,1.0,2024-08-04T13:28:31.796181Z,"[{""start"":0,""end"":4,""text"":""ürün"",""labels"":[""positive""]},{""start"":17,""end"":21,""text"":""bass"",""labels"":[""positive""]},{""start"":53,""end"":63,""text"":""dışarı ses"",""labels"":[""negative""]}]",,11148.0,"[{""start"":0,""end"":4,""text"":""ürün"",""labels"":[""Performans""]},{""start"":17,""end"":21,""text"":""bass"",""labels"":[""Ses kalitesi""]},{""start"":53,""end"":63,""text"":""dışarı ses"",""labels"":[""Gürültü Önleyici""]}]",292.859,ürün gayet güzel bass efsane sessiz ortam yüksek ses dışarı ses ver orta dinlemeniz lazım spor salon ve ses ortam rahatça müzik dinle,2024-08-04T13:28:31.796181Z
2057.0,1.0,2024-08-04T13:29:06.930665Z,"[{""start"":0,""end"":12,""text"":""ses kalitesi"",""labels"":[""positive""]},{""start"":13,""end"":17,""text"":""doku"",""labels"":[""positive""]},{""start"":56,""end"":61,""text"":""kargo"",""labels"":[""positive""]},{""start"":66,""end"":69,""text"":""ses"",""labels"":[""positive""]},{""start"":78,""end"":88,""text"":""dışarı ses"",""labels"":[""positive""]}]","[{""start"":56,""end"":61,""text"":""kargo"",""labels"":[""Teslimat ve Paketleme""]}]",11149.0,"[{""start"":0,""end"":12,""text"":""ses kalitesi"",""labels"":[""Ses kalitesi""]},{""start"":13,""end"":17,""text"":""doku"",""labels"":[""Tasarım""]},{""start"":66,""end"":69,""text"":""ses"",""labels"":[""Ses kalitesi""]},{""start"":78,""end"":88,""text"":""dışarı ses"",""labels"":[""Gürültü Önleyici""]}]",33.667,ses kalitesi doku müthiiiişşş aşırı beğendi hızlı güven kargo gel ses beğendi dışarı ses gitmiyor fark oda açık kal duy resmen iç konseeerrr,2024-08-04T13:29:06.930665Z
2058.0,1.0,2024-08-04T13:29:20.588913Z,"[{""start"":22,""end"":29,""text"":""tavsiye"",""labels"":[""positive""]}]",,11150.0,"[{""start"":22,""end"":29,""text"":""tavsiye"",""labels"":[""Performans""]}]",12.486,gayet bekle gel güzel tavsiye et,2024-08-04T13:29:20.588913Z
2059.0,1.0,2024-08-04T13:29:56.107306Z,"[{""start"":10,""end"":14,""text"":""ürün"",""labels"":[""positive""]},{""start"":15,""end"":27,""text"":""ses kalitesi"",""labels"":[""positive""]},{""start"":28,""end"":31,""text"":""pil"",""labels"":[""positive""]}]",,11151.0,"[{""start"":10,""end"":14,""text"":""ürün"",""labels"":[""Performans""]},{""start"":15,""end"":27,""text"":""ses kalitesi"",""labels"":[""Ses kalitesi""]},{""start"":28,""end"":31,""text"":""pil"",""labels"":[""Pil Ömrü""]}]",34.074,güzel bir ürün ses kalitesi pil dayanık efsane,2024-08-04T13:29:56.107306Z
2061.0,1.0,2024-08-04T13:33:51.325964Z,"[{""start"":26,""end"":30,""text"":""şarj"",""labels"":[""positive""]},{""start"":49,""end"":61,""text"":""ses kalitesi"",""labels"":[""positive""]},{""start"":80,""end"":83,""text"":""zam"",""labels"":[""negative""]}]","[{""start"":80,""end"":83,""text"":""zam"",""labels"":[""Fiyat""]}]",11153.0,"[{""start"":26,""end"":30,""text"":""şarj"",""labels"":[""Pil Ömrü""]},{""start"":49,""end"":61,""text"":""ses kalitesi"",""labels"":[""Ses kalitesi""]}]",231.248,gerçek 5 yıldız son haket şarj özellikle muazzam ses kalitesi muhteşem baya bir zam gel ya zamanında al geç kal al yine zam yap,2024-08-04T13:33:51.325964Z
2062.0,1.0,2024-08-04T13:35:02.727037Z,"[{""start"":12,""end"":16,""text"":""doku"",""labels"":[""positive""]},{""start"":3,""end"":7,""text"":""ulaş"",""labels"":[""positive""]}]","[{""start"":3,""end"":7,""text"":""ulaş"",""labels"":[""Teslimat ve Paketleme""]}]",11154.0,"[{""start"":12,""end"":16,""text"":""doku"",""labels"":[""Tasarım""]}]",69.461,el ulaş hoş doku hafif,2024-08-04T13:35:02.727037Z
2063.0,1.0,2024-08-04T13:35:58.345641Z,"[{""start"":0,""end"":4,""text"":""şarj"",""labels"":[""positive""]},{""start"":13,""end"":16,""text"":""bas"",""labels"":[""positive""]},{""start"":17,""end"":20,""text"":""ses"",""labels"":[""positive""]},{""start"":33,""end"":49,""text"":""fiyat performans"",""labels"":[""positive""]},{""start"":61,""end"":64,""text"":""jbl"",""labels"":[""positive""]}]","[{""start"":33,""end"":49,""text"":""fiyat performans"",""labels"":[""Fiyat""]}]",11155.0,"[{""start"":0,""end"":4,""text"":""şarj"",""labels"":[""Pil Ömrü""]},{""start"":13,""end"":16,""text"":""bas"",""labels"":[""Ses kalitesi""]},{""start"":17,""end"":20,""text"":""ses"",""labels"":[""Ses kalitesi""]},{""start"":61,""end"":64,""text"":""jbl"",""labels"":[""Performans""]}]",54.164,şarj iyi git bas ses iyi ver bir fiyat performans ürün 3 yıl jbl fark mutluyum,2024-08-04T13:35:58.345641Z
2065.0,1.0,2024-08-04T13:36:20.444003Z,"[{""start"":10,""end"":13,""text"":""ses"",""labels"":[""positive""]},{""start"":14,""end"":22,""text"":""baglanti"",""labels"":[""positive""]}]",,11157.0,"[{""start"":10,""end"":13,""text"":""ses"",""labels"":[""Ses kalitesi""]},{""start"":14,""end"":22,""text"":""baglanti"",""labels"":[""Bağlantı kalitesi""]}]",15.254,çok güzel ses baglanti biz çok iyi,2024-08-04T13:36:20.444003Z
2067.0,1.0,2024-08-04T13:36:35.899721Z,"[{""start"":0,""end"":12,""text"":""ses kalitesi"",""labels"":[""positive""]},{""start"":20,""end"":23,""text"":""jbl"",""labels"":[""positive""]}]",,11159.0,"[{""start"":0,""end"":12,""text"":""ses kalitesi"",""labels"":[""Ses kalitesi""]},{""start"":20,""end"":23,""text"":""jbl"",""labels"":[""Performans""]}]",11.498,ses kalitesi müthiş jbl seri iyisi,2024-08-04T13:36:35.900743Z
2068.0,1.0,2024-08-04T13:37:00.666216Z,"[{""start"":12,""end"":15,""text"":""gel"",""labels"":[""positive""]},{""start"":16,""end"":28,""text"":""ses kalitesi"",""labels"":[""positive""]},{""start"":29,""end"":32,""text"":""pil"",""labels"":[""positive""]},{""start"":58,""end"":64,""text"":""satıcı"",""labels"":[""positive""]}]","[{""start"":12,""end"":15,""text"":""gel"",""labels"":[""Teslimat ve Paketleme""]},{""start"":58,""end"":64,""text"":""satıcı"",""labels"":[""Satıcı""]}]",11160.0,"[{""start"":16,""end"":28,""text"":""ses kalitesi"",""labels"":[""Ses kalitesi""]},{""start"":29,""end"":32,""text"":""pil"",""labels"":[""Pil Ömrü""]}]",23.56,gayet hızlı gel ses kalitesi pil ömür iyi kesinlikle öner satıcı güven rahatlıkla al,2024-08-04T13:37:00.666216Z
2069.0,1.0,2024-08-04T13:37:15.673932Z,"[{""start"":13,""end"":17,""text"":""ürün"",""labels"":[""positive""]},{""start"":21,""end"":28,""text"":""tavsiye"",""labels"":[""positive""]}]",,11161.0,"[{""start"":13,""end"":17,""text"":""ürün"",""labels"":[""Performans""]},{""start"":21,""end"":28,""text"":""tavsiye"",""labels"":[""Performans""]}]",13.861,kaliteli bir ürün al tavsiye et,2024-08-04T13:37:15.673932Z
2070.0,1.0,2024-08-04T13:38:23.609206Z,"[{""start"":6,""end"":10,""text"":""ürün"",""labels"":[""positive""]},{""start"":11,""end"":18,""text"":""tavsiye"",""labels"":[""positive""]}]",,11162.0,"[{""start"":6,""end"":10,""text"":""ürün"",""labels"":[""Performans""]},{""start"":11,""end"":18,""text"":""tavsiye"",""labels"":[""Performans""]}]",66.377,süper ürün tavsiye et,2024-08-04T13:38:23.609206Z
2072.0,1.0,2024-08-04T13:38:42.643383Z,"[{""start"":0,""end"":4,""text"":""şarj"",""labels"":[""positive""]},{""start"":13,""end"":25,""text"":""ses kalitesi"",""labels"":[""positive""]}]",,11164.0,"[{""start"":0,""end"":4,""text"":""şarj"",""labels"":[""Pil Ömrü""]},{""start"":13,""end"":25,""text"":""ses kalitesi"",""labels"":[""Ses kalitesi""]}]",15.42,şarj ömür ol ses kalitesi ol düşün al inşallah uzun yıl dayan 533 tl ye al,2024-08-04T13:38:42.643383Z
2074.0,1.0,2024-08-04T13:38:51.088294Z,"[{""start"":13,""end"":17,""text"":""ürün"",""labels"":[""positive""]}]",,11166.0,"[{""start"":13,""end"":17,""text"":""ürün"",""labels"":[""Performans""]}]",4.521,mükemmel bir ürün,2024-08-04T13:38:51.088294Z
2076.0,1.0,2024-08-04T13:39:17.434754Z,"[{""start"":12,""end"":17,""text"":""kulak"",""labels"":[""positive""]},{""start"":42,""end"":52,""text"":""ses seviye"",""labels"":[""positive""]},{""start"":53,""end"":56,""text"":""bas"",""labels"":[""positive""]},{""start"":66,""end"":69,""text"":""ses"",""labels"":[""positive""]}]",,11168.0,"[{""start"":12,""end"":17,""text"":""kulak"",""labels"":[""Konfor""]},{""start"":42,""end"":52,""text"":""ses seviye"",""labels"":[""Ses kalitesi""]},{""start"":53,""end"":56,""text"":""bas"",""labels"":[""Ses kalitesi""]},{""start"":66,""end"":69,""text"":""ses"",""labels"":[""Ses kalitesi""]}]",22.466,ay mükemmel kulak sar düşme ihtimal sıfır ses seviye bas mükemmel ses kullan sanmıyorum yüksek çık teşekkür et,2024-08-04T13:39:17.434754Z
2078.0,1.0,2024-08-04T13:39:27.046402Z,"[{""start"":0,""end"":12,""text"":""kaliteli ses"",""labels"":[""positive""]}]",,11170.0,"[{""start"":0,""end"":12,""text"":""kaliteli ses"",""labels"":[""Ses kalitesi""]}]",5.419,kaliteli ses güzel,2024-08-04T13:39:27.046402Z
2079.0,1.0,2024-08-04T13:39:43.559031Z,"[{""start"":0,""end"":10,""text"":""dışarı ses"",""labels"":[""negative""]},{""start"":27,""end"":31,""text"":""şarj"",""labels"":[""positive""]}]",,11171.0,"[{""start"":0,""end"":10,""text"":""dışarı ses"",""labels"":[""Gürültü Önleyici""]},{""start"":27,""end"":31,""text"":""şarj"",""labels"":[""Pil Ömrü""]}]",15.389,dışarı ses ver gayet güzel şarj uzun süre git,2024-08-04T13:39:43.559031Z
2080.0,1.0,2024-08-04T13:39:58.300589Z,"[{""start"":33,""end"":37,""text"":""ürün"",""labels"":[""positive""]}]",,11172.0,"[{""start"":33,""end"":37,""text"":""ürün"",""labels"":[""Performans""]}]",13.22,uzun süre kullanabileceğiniz bir ürün,2024-08-04T13:39:58.301101Z
2081.0,1.0,2024-08-04T13:40:42.205015Z,"[{""start"":21,""end"":24,""text"":""ses"",""labels"":[""positive""]},{""start"":31,""end"":40,""text"":""kulaklık "",""labels"":[""negative""]}]",,11173.0,"[{""start"":21,""end"":24,""text"":""ses"",""labels"":[""Ses kalitesi""]},{""start"":31,""end"":40,""text"":""kulaklık "",""labels"":[""Performans""]}]",42.202,al 5 6 ay kullan iyi ses diğer kulaklık dandik gel,2024-08-04T13:40:42.206015Z
2083.0,1.0,2024-08-04T13:41:07.732729Z,"[{""start"":0,""end"":12,""text"":""ses kalitesi"",""labels"":[""positive""]},{""start"":13,""end"":20,""text"":""görünüş"",""labels"":[""positive""]},{""start"":38,""end"":45,""text"":""tavsiye"",""labels"":[""positive""]}]",,11175.0,"[{""start"":0,""end"":12,""text"":""ses kalitesi"",""labels"":[""Ses kalitesi""]},{""start"":13,""end"":20,""text"":""görünüş"",""labels"":[""Performans""]},{""start"":38,""end"":45,""text"":""tavsiye"",""labels"":[""Performans""]}]",20.427,ses kalitesi görünüş güzel kesinlikle tavsiye et,2024-08-04T13:41:07.732729Z
2084.0,1.0,2024-08-04T13:41:25.874718Z,"[{""start"":4,""end"":11,""text"":""tavsiye"",""labels"":[""positive""]}]",,11176.0,"[{""start"":4,""end"":11,""text"":""tavsiye"",""labels"":[""Performans""]}]",16.269,iyi tavsiye et,2024-08-04T13:41:25.874718Z
2085.0,1.0,2024-08-04T13:41:48.958162Z,"[{""start"":6,""end"":15,""text"":""kargolama"",""labels"":[""positive""]},{""start"":22,""end"":26,""text"":""ürün"",""labels"":[""positive""]},{""start"":27,""end"":35,""text"":""f p ürün"",""labels"":[""positive""]}]","[{""start"":6,""end"":15,""text"":""kargolama"",""labels"":[""Teslimat ve Paketleme""]},{""start"":27,""end"":35,""text"":""f p ürün"",""labels"":[""Fiyat""]}]",11177.0,"[{""start"":22,""end"":26,""text"":""ürün"",""labels"":[""Performans""]}]",21.353,güzel kargolama güzel ürün f p ürün,2024-08-04T13:41:48.958162Z
2087.0,1.0,2024-08-04T13:42:04.540507Z,"[{""start"":0,""end"":13,""text"":""ses kalitesi "",""labels"":[""positive""]},{""start"":56,""end"":60,""text"":""şarj"",""labels"":[""positive""]}]",,11179.0,"[{""start"":0,""end"":13,""text"":""ses kalitesi "",""labels"":[""Ses kalitesi""]},{""start"":56,""end"":60,""text"":""şarj"",""labels"":[""Pil Ömrü""]}]",10.81,ses kalitesi falan herşey mükemmel memnunum 5 ay kullan şarj 1 hafta bit,2024-08-04T13:42:04.540507Z
2088.0,1.0,2024-08-04T13:42:15.315364Z,"[{""start"":0,""end"":9,""text"":""jbl marka"",""labels"":[""positive""]},{""start"":35,""end"":43,""text"":""kulaklık"",""labels"":[""positive""]}]",,11180.0,"[{""start"":0,""end"":9,""text"":""jbl marka"",""labels"":[""Performans""]},{""start"":35,""end"":43,""text"":""kulaklık"",""labels"":[""Performans""]}]",8.661,jbl marka pişman etmez uzun ömürlü kulaklık,2024-08-04T13:42:15.315364Z
2089.0,1.0,2024-08-04T13:42:27.025214Z,"[{""start"":8,""end"":14,""text"":""sağlam"",""labels"":[""positive""]},{""start"":28,""end"":32,""text"":""ürün"",""labels"":[""positive""]}]",,11181.0,"[{""start"":8,""end"":14,""text"":""sağlam"",""labels"":[""Tasarım""]},{""start"":28,""end"":32,""text"":""ürün"",""labels"":[""Performans""]}]",9.695,oldukça sağlam kaliteli bir ürün,2024-08-04T13:42:27.025214Z
2090.0,1.0,2024-08-04T13:42:34.613848Z,"[{""start"":11,""end"":23,""text"":""ses kalitesi"",""labels"":[""positive""]}]",,11182.0,"[{""start"":11,""end"":23,""text"":""ses kalitesi"",""labels"":[""Ses kalitesi""]}]",5.762,sev kullan ses kalitesi iyi,2024-08-04T13:42:34.613848Z
2091.0,1.0,2024-08-04T13:42:40.016502Z,"[{""start"":15,""end"":19,""text"":""ürün"",""labels"":[""positive""]}]",,11183.0,"[{""start"":15,""end"":19,""text"":""ürün"",""labels"":[""Ses kalitesi""]}]",4.016,teşekkür güzel ürün,2024-08-04T13:42:40.016502Z
2092.0,1.0,2024-08-04T13:42:51.607815Z,"[{""start"":11,""end"":19,""text"":""kaliteli"",""labels"":[""positive""]},{""start"":26,""end"":32,""text"":""satıcı"",""labels"":[""positive""]}]","[{""start"":26,""end"":32,""text"":""satıcı"",""labels"":[""Satıcı""]}]",11184.0,"[{""start"":11,""end"":19,""text"":""kaliteli"",""labels"":[""Performans""]}]",9.729,fazlasıyla kaliteli güven satıcı,2024-08-04T13:42:51.607815Z
2093.0,1.0,2024-08-04T13:42:57.799652Z,"[{""start"":15,""end"":22,""text"":""tavsiye"",""labels"":[""positive""]}]",,11185.0,"[{""start"":15,""end"":22,""text"":""tavsiye"",""labels"":[""Performans""]}]",4.298,iyi kesinlikle tavsiye et,2024-08-04T13:42:57.799652Z
2095.0,1.0,2024-08-04T13:43:19.966466Z,"[{""start"":14,""end"":18,""text"":""şarj"",""labels"":[""positive""]},{""start"":38,""end"":42,""text"":""şarj"",""labels"":[""positive""]},{""start"":52,""end"":60,""text"":""kaliteli"",""labels"":[""positive""]},{""start"":61,""end"":65,""text"":""kafa"",""labels"":[""positive""]}]",,11187.0,"[{""start"":14,""end"":18,""text"":""şarj"",""labels"":[""Pil Ömrü""]},{""start"":38,""end"":42,""text"":""şarj"",""labels"":[""Pil Ömrü""]},{""start"":52,""end"":60,""text"":""kaliteli"",""labels"":[""Performans""]},{""start"":61,""end"":65,""text"":""kafa"",""labels"":[""Konfor""]}]",17.711,kısa süre gel şarj süre git uzun süre şarj takmadım kaliteli kafa ağrıtmıyor mükemmel,2024-08-04T13:43:19.966466Z
2097.0,1.0,2024-08-04T13:43:55.718611Z,"[{""start"":6,""end"":14,""text"":""kaliteli"",""labels"":[""positive""]},{""start"":15,""end"":19,""text"":""para"",""labels"":[""positive""]},{""start"":85,""end"":91,""text"":""dışarı"",""labels"":[""positive""]}]","[{""start"":15,""end"":19,""text"":""para"",""labels"":[""Fiyat""]}]",11189.0,"[{""start"":6,""end"":14,""text"":""kaliteli"",""labels"":[""Performans""]},{""start"":85,""end"":91,""text"":""dışarı"",""labels"":[""Gürültü Önleyici""]}]",30.843,güzel kaliteli para gerçek değer bir ürün kulaklık önce 3 tane kulaklık boz ses asla dışarı vermiyor,2024-08-04T13:43:55.718611Z
